,gender,address,image_url,language,format,vandalized,Sitong Bridge,Xi Jinping,Raise Awareness,Ugyhur or Hong Kong,Women's rights or Queer Rights,Iran or Ukraine,University,Special Location,Event,timestamp,filename,chalk,graffiti,hand-written message,large poster / sign,letter,other,photography,poster,protest,small sign,sticker,Chinese,English,Italian,Traditional Chinese,french,german,japanese,korean,spanish,latitude,longitude,country
345,,Korea University,,['English'],"['hand-written message', 'poster']",,,True,,,,,True,,,2022-10-20,2022_10_20_437743.jpg,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,36.6108905,127.2934246, 대한민국
346,Female,Central Park ,,"['English', 'Chinese']",['small sign'],,True,,,,,,,True,,2022-10-14,2022_10_14_177457.jpg,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,40.7827725,-73.9653627406542, United States
347,Female,莱顿大学,,['English'],"['poster', 'hand-written message']",,True,True,,,,,True,,,2022-11-03,2022_11_03_876409.jpg,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,52.168633850000006,4.45966305742133, Nederland
348,Female,Downtown Toronto,,"['English', 'Traditional Chinese']",['poster'],,True,True,True,,,,,,,2022-11-04,2022_11_04_515797.jpg,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,43.6563221,-79.3809161, Canada
349,Female,goldsmiths university of london,,"['English', 'Chinese']",['poster'],,True,True,,,True,,True,,,2022-10-14,2022_10_14_739952.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,51.47403955,-0.03934928132920852, United Kingdom
350,Female,Berlin,,"['English', 'Chinese']",['poster'],,True,True,,True,,True,,,,2022-10-21,2022_10_21_492149.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,52.5170365,13.3888599, Deutschland
351,Female,德国法兰克福,,"['English', 'Chinese']",['poster'],,,True,,,,,,,,2022-10-19,2022_10_19_396036.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,47.3241196,3.608937048826236, France
352,,canal street new york,,['Chinese'],['poster'],,,,,,,,,,True,2022-11-01,2022_11_01_735165.jpg,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,40.7186195,-74.0007681, United States
353,Female,"D, 1866 Main Mall, Vancouver, BC V6T 1Z1, Canada",,"['Chinese', 'English']",['poster'],,True,True,,,,,True,,,2022-10-28,2022_10_28_295418.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,,,
354,Female,Takeshita Street,,"['English', 'Chinese']",['poster'],,True,,,,,,,,,2022-10-17,2022_10_17_352546.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,35.6712073,139.7048737, 日本
355,,University of Amsterdam,,"['Chinese', 'English']",['poster'],,True,,,,,,True,,,2022-10-17,2022_10_17_276716.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,52.36813335,4.889804155733945, Nederland
356,Male,韩国外国语大学,,"['Chinese', 'English']",['poster'],,True,True,,True,True,True,True,,,2022-10-16,2022_10_16_422671.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,37.5963062,127.0637429, 대한민국
357,Non-binary,"University of Southampton, United Kingdom",,"['English', 'Chinese']",['poster'],,True,True,,,,,True,,,2022-10-19,2022_10_19_200089.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,50.93703355,-1.4050090771323005, United Kingdom
358,Male,"120 E Valley Blvd, San Gabriel, CA 91776",,['Traditional Chinese'],"['poster', 'large poster / sign']",,,True,,,,,,,,2022-10-16,2022_10_16_683120.jpg,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,34.079693319089095,-118.09914543986575, United States
359,Male,OCAD University,,"['English', 'Chinese']",['poster'],,True,True,,,,,True,,,2022-10-14,2022_10_14_928975.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,43.6542386,-79.3913016, Canada
360,,uc san diego,,['Chinese'],['poster'],,True,True,,,,,True,,,2022-11-02,2022_11_02_956824.jpg,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,32.8744092,-117.23611849678872, United States
361,,Penn State University,,"['English', 'Chinese']","['small sign', 'hand-written message']",,True,,,,,,True,,,2022-11-03,2022_11_03_155908.jpg,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,40.8025835,-77.85593833184565, United States
362,Male,渥太华大学,,"['English', 'Chinese']",['poster'],,True,,True,,,,True,,,2022-11-03,2022_11_03_330557.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,42.9187404,129.5148754, 中国
363,Non-binary,"University of California, Davis",,"['English', 'Chinese']",['poster'],,True,True,,,,,True,,,2022-10-26,2022_10_26_697718.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,38.5217429,-121.7522493507393, United States
364,Male,UC Santa Barbara,,"['English', 'Chinese']",['poster'],,,True,,,,,True,,,2022-11-02,2022_11_02_881097.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,34.414602450000004,-119.84581004701371, United States
365,Female,VRIJE UNIVERSITEIT BRUSSEL (VUB),,['English'],['poster'],,,True,,,,,True,,,2022-10-27,2022_10_27_177478.jpg,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,50.8225751,4.395532308975499, België / Belgique / Belgien
366,Female,意大利博洛尼亚美院,,['Chinese'],['poster'],,True,,,,,,True,,,2022-10-17,2022_10_17_542137.jpg,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,,,
367,,Cornelia Street,,['Chinese'],['poster'],,,True,,,,,,,,2022-11-02,2022_11_02_301040.jpg,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,51.5444338,-0.1127661, United Kingdom
368,Male,UC Santa Barbara,,['Chinese'],['poster'],,,True,,,,,True,,,2022-11-02,2022_11_02_697194.jpg,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,34.414602450000004,-119.84581004701371, United States
369,,Korea University,,"['English', 'Chinese']",['poster'],,True,,,,,,True,,,2022-10-13,2022_10_13_699674.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,36.6108905,127.2934246, 대한민국
370,Male,"115 N Lincoln Ave, Monterey Park, Monterey Park, CA 91755",,['Chinese'],['poster'],,,True,,,,,,,,2022-10-27,2022_10_27_560652.jpg,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,34.062791637820595,-118.12093260357298, United States
371,Non-binary,"University of British Columbia, Vancouver, BC, Canada",,"['English', 'Chinese']",['poster'],,True,True,True,,,,True,,,2022-10-21,2022_10_21_943635.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,49.25783145,-123.24624198622213, Canada
372,,University of Melbourne,,"['English', 'Chinese']",['poster'],,True,True,,,,,True,,,2022-10-20,2022_10_20_722263.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,-37.7970796,144.96130134414312, Australia
373,,Kenyon College,,['English'],['large poster / sign'],,,,,,,,True,,,2022-10-30,2022_10_30_116827.jpg,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,40.37264735,-82.39428986783508, United States
374,Female,俄罗斯圣彼得堡国立大学,,['Chinese'],"['poster', 'hand-written message']",,True,True,,,,,True,,,2022-11-04,2022_11_04_511544.jpg,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,,,
375,Male,"120 E Valley Blvd, San Gabriel, CA 91776",,['Chinese'],['poster'],,True,,,,,,,,,2022-10-16,2022_10_16_311106.jpg,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,34.079693319089095,-118.09914543986575, United States
376,Female,德国法兰克福,,['English'],['poster'],,True,True,,True,,,,,,2022-10-19,2022_10_19_455828.jpg,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,47.3241196,3.608937048826236, France
377,Male,"Urho Kekkosen katu 1, 00100 Helsinki, Finland",,"['English', 'Chinese']",['poster'],,True,True,True,,,,,,,2022-10-28,2022_10_28_989175.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,60.1690911,24.933115579810455, Suomi / Finland
378,Female,俄罗斯圣彼得堡国立大学,,['Chinese'],"['poster', 'hand-written message']",,True,True,,,,,True,,,2022-11-04,2022_11_04_702135.jpg,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,,,
379,,McGill University,,"['English', 'Chinese']","['poster', 'hand-written message']",True,True,True,,,,,True,,True,2022-11-08,2022_11_08_300053.jpg,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,45.50691775,-73.5791162596496, Canada
380,,荷蘭特溫特大學,,['Traditional Chinese'],['poster'],,,True,,,,,True,,,2022-11-02,2022_11_02_648215.jpg,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,51.4486602,5.4903995655080475, Nederland
381,,McMaster University,,"['Chinese', 'English']",['poster'],,True,,,,,,True,,,2022-10-17,2022_10_17_949151.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,43.263939699999995,-79.917825231868, Canada
382,,13e arrondissement de Paris,,"['English', 'Chinese']",['poster'],,True,True,,,,True,,,,2022-11-02,2022_11_02_691471.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,48.8323973,2.3555829, France
383,,"1 E Erie St, Chicago, IL 60611",,['English'],['poster'],,True,,,True,,,,,,2022-10-29,2022_10_29_901155.jpg,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,41.8938793,-87.6279232, United States
384,Female,Takeshita Street,,"['English', 'Chinese']",['poster'],,True,,,,,,,,,2022-10-17,2022_10_17_908210.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,35.6712073,139.7048737, 日本
385,Non-binary,Washington Square Park,,"['English', 'Chinese']","['chalk', 'protest', 'large poster / sign']",,,True,,,,,,True,True,2022-10-16,2022_10_16_976189.jpg,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,40.73089125,-73.99758503833021, United States
386,Female,Takeshita Street,,"['English', 'Chinese']",['poster'],,True,,,,,,,,,2022-10-17,2022_10_17_442567.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,35.6712073,139.7048737, 日本
387,,School of the Art Institute of Chicago,,['English'],['poster'],,,True,,,,,True,,,2022-11-02,2022_11_02_149968.jpg,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,41.8789896,-87.62149960084983, United States
388,Male,"115 N Lincoln Ave, Monterey Park, Monterey Park, CA 91755",,['Chinese'],['poster'],,True,True,,,,,,,,2022-10-27,2022_10_27_789579.jpg,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,34.062791637820595,-118.12093260357298, United States
389,Male,The University of Sheffield ,,"['English', 'Chinese']",['poster'],,True,,,,,,True,,,2022-10-27,2022_10_27_825911.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,53.3874178,-1.4793880137499995, United Kingdom
390,Female,Takeshita Street,,"['Chinese', 'English']",['poster'],True,,True,,,,,,,,2022-10-17,2022_10_17_706346.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,35.6712073,139.7048737, 日本
391,Female,墨尔本大学,,"['English', 'Chinese']","['poster', 'hand-written message']",,True,True,,,,,True,,,2022-11-02,2022_11_02_152573.jpg,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,-37.7970796,144.96130134414312, Australia
392,Non-binary,"University of Southampton, United Kingdom",,['English'],['poster'],,True,,,,,,True,,,2022-10-19,2022_10_19_138326.jpg,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,50.93703355,-1.4050090771323005, United Kingdom
393,,"Vancouver, British Columbia ",,"['English', 'Chinese']",['chalk'],,True,,,,,,True,,,2022-10-27,2022_10_27_692633.jpg,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,49.2608724,-123.113952, Canada
394,Female,Takeshita Street,,"['English', 'Chinese']",['poster'],,True,,,,,,,,,2022-10-17,2022_10_17_483743.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,35.6712073,139.7048737, 日本
395,Non-binary,"University of Southampton, United Kingdom",,"['English', 'Chinese']",['poster'],,True,,,,,,True,True,,2022-10-19,2022_10_19_516314.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,50.93703355,-1.4050090771323005, United Kingdom
396,Male,"120 E Valley Blvd, San Gabriel, CA 91776",,"['English', 'Chinese']","['large poster / sign', 'poster']",,,True,,,,,,,,2022-10-16,2022_10_16_440327.jpg,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,34.079693319089095,-118.09914543986575, United States
397,,School of the Art Institute of Chicago,,"['Chinese', 'English']",['poster'],,True,,,,,,True,,,2022-11-02,2022_11_02_730360.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,41.8789896,-87.62149960084983, United States
398,Female,"Korea University (Seoul Campus) 145, Anam-ro, Seongbuk-gu, Seoul ",,['English'],['poster'],,True,,True,,,,True,,,2022-10-16,2022_10_16_769366.jpg,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,,,
399,Female,"Dorando Cl, London W12 7FN, United Kingdom",,"['English', 'Chinese']",['poster'],,True,True,,,,,,,,2022-10-14,2022_10_14_279757.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,51.5130853,-0.2288474, United Kingdom
400,Non-binary,"University of Waterloo, Waterloo, Ontario, Canada",,"['English', 'Chinese']",['poster'],,True,True,,,,,True,,,2022-10-18,2022_10_18_910249.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,43.4701994,-80.54524293779451, Canada
401,,創意市集衛生間,,"['English', 'Chinese']",['poster'],,True,True,,True,True,True,,,,2022-10-22,2022_10_22_265397.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,34.9894398,135.7600197, 日本
402,,Northwestern University,,"['English', 'Chinese']",['poster'],,True,,,,,,True,,,2022-10-14,2022_10_14_223118.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,42.0551164,-87.67581113482166, United States
403,,New York State University-Binghamton University,,"['English', 'Chinese']",['poster'],,True,,True,,,,True,,,2022-10-30,2022_10_30_735494.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,42.08779975,-75.97066065614858, United States
404,Non-binary,"Marquette University AMU poster board, Milwaukee, Wisconsin, US. ",,"['English', 'Chinese']",['poster'],,True,True,,,,,True,,,2022-10-14,2022_10_14_927664.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,,,
405,Female,中国驻日本大使馆,,['Chinese'],['poster'],,,,,,,,,,,2022-10-30,2022_10_30_462181.jpg,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,,,
406,Non-binary,"University of British Columbia, Vancouver, BC, Canada",,"['Chinese', 'English']",['poster'],,True,,,,,,True,,,2022-10-21,2022_10_21_272257.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,49.25783145,-123.24624198622213, Canada
407,Female,Takeshita Street,,"['Chinese', 'English']",['poster'],,True,,,,,,,,,2022-10-17,2022_10_17_132651.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,35.6712073,139.7048737, 日本
408,Male,韩国外国语大学,,"['English', 'japanese']",['poster'],,,True,,,,,True,,,2022-10-27,2022_10_27_858027.jpg,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,37.5963062,127.0637429, 대한민국
409,Female,Düsseldorf,,"['English', 'Chinese']",['poster'],,True,True,,,,,,,,2022-10-26,2022_10_26_662768.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,51.2254018,6.7763137, Deutschland
410,Female,悉尼Darlinghurst,,"['English', 'Chinese']",['poster'],,True,True,True,True,True,True,,,,2022-10-29,2022_10_29_635946.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,,,
411,Male,Birmingham city centre ,,['English'],['poster'],,,True,,,,,,,,2022-10-17,2022_10_17_944596.jpg,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,52.476085,-1.8984913581365301, United Kingdom
412,Female,University of Bristol,,['English'],['poster'],,True,,,,,,True,,,2022-11-08,2022_11_08_466325.jpg,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,51.457609649999995,-2.6016348983421755, United Kingdom
413,Female,Smith College,,['Chinese'],['chalk'],,True,,,True,,,True,,,2022-10-15,2022_10_15_192491.jpg,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,42.31622385,-72.64039314741159, United States
414,Female,carnegie mellon university,,['Chinese'],['graffiti'],,True,,,,,,True,,,2022-10-26,2022_10_26_516719.jpg,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,40.444189699999995,-79.94271918393466, United States
415,Female,Ciudad Universitaria,,"['English', 'Chinese', 'spanish']",['poster'],,True,True,,,,,True,,,2022-11-04,2022_11_04_560579.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,19.3215473,-99.1849188, México
416,Non-binary,North Rhine-Westphalia,,['german'],['graffiti'],,,,,,,,,,,2022-11-06,2022_11_06_705961.jpg,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,51.4789205,7.5543751, Deutschland
417,Female,University of Washington ,,"['English', 'Chinese']",['poster'],,True,True,,True,True,True,True,,,2022-11-05,2022_11_05_464586.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,47.6543466,-122.30806059473039, United States
418,,canal street new york,,['English'],['poster'],,,,,,,,,,True,2022-11-01,2022_11_01_162554.jpg,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,40.7186195,-74.0007681, United States
419,Male,"SAIC, Chicago, Illinois ",,['Chinese'],['poster'],,True,True,,,,,True,,,2022-11-03,2022_11_03_252577.jpg,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,,,
420,Male,"115 N Lincoln Ave, Monterey Park, Monterey Park, CA 91755",,['English'],['poster'],,True,,True,,,,,,,2022-10-27,2022_10_27_566347.jpg,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,34.062791637820595,-118.12093260357298, United States
421,Female,brick lane london,,"['English', 'Chinese']",['poster'],,True,,,,,,,,,2022-10-15,2022_10_15_840807.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,51.5187684,-0.0715689, United Kingdom
422,Non-binary,"University of California, Davis",,"['English', 'Chinese']",['poster'],,True,True,,,,,True,,,2022-10-26,2022_10_26_593678.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,38.5217429,-121.7522493507393, United States
423,Male,台中sogo 健行路,,"['English', 'Chinese']",['poster'],,True,True,,,,,,,,2022-10-29,2022_10_29_739479.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,,,
424,Non-binary,Washington Square Park,,"['Chinese', 'English']",['poster'],,True,,,,,,,True,True,2022-10-16,2022_10_16_573553.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,40.73089125,-73.99758503833021, United States
425,Female,德国法兰克福,,['English'],['poster'],,,True,,,,,,,,2022-10-19,2022_10_19_857658.jpg,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,47.3241196,3.608937048826236, France
426,,Nydalen,,"['Chinese', 'English']",['poster'],,True,True,True,,,,,,,2022-11-02,2022_11_02_563381.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,59.9496515,10.7642971, Norge
427,Male,UCR Highlander Union Building,,"['Chinese', 'English']",['poster'],,True,True,,,,,True,,,2022-10-19,2022_10_19_733516.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,,,
428,Female,"Palo Alto, California, United States",,"['English', 'Chinese']",['poster'],,True,True,,,,,,,,2022-10-22,2022_10_22_283598.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,37.4443293,-122.1598465, United States
429,,Duke University,,"['Chinese', 'English']","['poster', 'hand-written message', 'letter']",,True,True,,,,,True,,,2022-10-20,2022_10_20_470971.jpg,False,False,True,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,36.00015569999999,-78.94422972195878, United States
430,Female,"University of Massachusetts Amherst, Integrative Learning Center",,['English'],['poster'],,True,,True,,,,True,,,2022-10-18,2022_10_18_964203.jpg,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,,,
431,,"Highgate Cemetery, London, United Kingdom",,['Chinese'],['hand-written message'],,True,,,,,,,True,,2022-10-15,2022_10_15_544155.jpg,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,51.56755695,-0.14853970818419104, United Kingdom
432,Female,University of Southern California ,,['English'],['poster'],,,True,,,,,True,,,2022-11-08,2022_11_08_962248.jpg,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,34.0218833,-118.28586662125, United States
433,Non-binary,"University of British Columbia, Vancouver, BC, Canada",,['English'],['poster'],,True,True,,,,,True,,,2022-10-21,2022_10_21_965018.jpg,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,49.25783145,-123.24624198622213, Canada
434,Non-binary,"University of Waterloo, Waterloo, Ontario, Canada",,"['English', 'Chinese']",['poster'],True,True,,,,,,True,,,2022-10-18,2022_10_18_460026.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,43.4701994,-80.54524293779451, Canada
435,,Harvard University,,"['Chinese', 'English']",['poster'],,,True,,,,,True,,,2022-10-20,2022_10_20_685919.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,42.36790855,-71.12678237443698, United States
436,Female,SciTech Library - The University of Sydney Library,,"['English', 'Chinese']",['poster'],,True,,,,,,True,,,2022-11-09,2022_11_09_637725.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,,,
437,Male,Berlin Zoologischer Garten ,,"['English', 'Chinese']",['poster'],,True,True,,,,,True,,,2022-11-07,2022_11_07_580662.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,52.5074342,13.3325608, Deutschland
438,,Louisiana State University Health Sciences Center,,"['Chinese', 'English']",['poster'],,True,True,True,True,True,True,True,,,2022-10-21,2022_10_21_507098.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,29.956837,-90.08313499579481, United States
439,Female,Western University,,"['English', 'Chinese']","['poster', 'hand-written message']",,True,True,True,,,,True,,,2022-11-04,2022_11_04_303776.jpg,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,32.7139413,-117.0372503, United States
440,Female,School of the Art Institute of Chicago,,['English'],['poster'],,,True,,,,,True,,,2022-10-21,2022_10_21_201745.jpg,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,41.8789896,-87.62149960084983, United States
441,,"Vancouver, British Columbia ",,"['Chinese', 'English']",['poster'],,True,,,,,,True,,,2022-10-27,2022_10_27_553926.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,49.2608724,-123.113952, Canada
442,Non-binary,"University of Southampton, United Kingdom",,"['English', 'Chinese']",['poster'],,True,True,,,,,True,,,2022-10-19,2022_10_19_772298.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,50.93703355,-1.4050090771323005, United Kingdom
443,Female,东京大学,,"['Chinese', 'English']","['poster', 'hand-written message']",,True,,,,,,True,,,2022-10-14,2022_10_14_259969.jpg,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,34.7109915,135.2410128, 日本
444,Non-binary,"The shaky bridge, Cork, Ireland ",,['Chinese'],['graffiti'],,True,,,,,,,,,2022-11-01,2022_11_01_143352.jpg,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,
445,,,,['Traditional Chinese'],['photography'],,,,,True,,,,,,2022-11-06,2022_11_06_296569.jpg,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,44.933143,7.540121, Italia
446,Female,Takeshita Street,,['English'],['poster'],,True,,,,,,,,,2022-10-17,2022_10_17_771145.jpg,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,35.6712073,139.7048737, 日本
447,Female,Takeshita Street,,"['English', 'Chinese']",['poster'],,True,,,,,,,,,2022-10-17,2022_10_17_764672.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,35.6712073,139.7048737, 日本
448,Female,Technische Universität Berlin,,"['English', 'Chinese']",['poster'],,True,True,,,,,True,,,2022-11-02,2022_11_02_299363.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,52.51101585,13.326954140959668, Deutschland
449,,Washington square park,,"['Chinese', 'English']","['chalk', 'poster']",,True,,,,True,,,,True,2022-10-17,2022_10_17_697701.jpg,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,40.73089125,-73.99758503833021, United States
450,,School of the Art Institute of Chicago,,['English'],['poster'],,,True,,,,,True,,,2022-11-02,2022_11_02_549595.jpg,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,41.8789896,-87.62149960084983, United States
451,,東京大学,,"['English', 'Chinese', 'japanese']",['poster'],,True,True,True,,,,True,,,2022-11-02,2022_11_02_932147.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,34.7109915,135.2410128, 日本
452,Female,庆熙大学国际校区,,['Chinese'],['poster'],,True,True,,,,,True,,,2022-10-27,2022_10_27_477687.jpg,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,37.2503496,115.4274472, 中国
453,Non-binary,"Vanier Hall, University of Ottawa",,['french'],['poster'],,,True,,,,True,True,,,2022-11-04,2022_11_04_686276.jpg,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,,,
454,Male,California College of Arts,,"['English', 'Chinese']",['poster'],,True,,,,,,True,,,2022-10-27,2022_10_27_494386.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,37.767859,-122.4006018694869, United States
455,,Ottawa,,"['English', 'Chinese']",['poster'],,True,True,,,,,,,,2022-10-14,2022_10_14_152321.jpg,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,45.4208777,-75.6901106, Canada
